"","SurveyType","UniqueID_long","UniqueID_short","TimeTaken","StartDate","StartTime","CompletionDate","CompletionTime","Q1_aware_stork","Q2_photo_recog","Q2_photo_recog_score","Q3_is_native","Q3_is_native_explain","Q4.1_migrate","Q4.1_migrate_score","Q4.2_wingspan","Q4.2_wingspan_score","Q4.3_globallyrare","Q4.3_globallyrare_score","Q4_overallscore","Q5a_amphibians_diet","Q5b_birdeggs.chicks_diet","Q5c_carrion_diet","Q5d_fish_diet","Q5e_foodwaste_diet","Q5f_fruit_diet","Q5g_inverts_diet","Q5h_reptiles_diet","Q5i_seeds_diet","Q5j_smallmammals_diet","Q5k_vegetation_diet","Q5l_Don.tKnow_diet","Q5_rawscore_diet","Q5_diet_overallscore","Q6a_farmland_habitat","Q6b_grassland_habitat","Q6c_wetlands_habitat","Q6d_woodland_habitat","Q6e_urban_habitat","Q6f_Don.tKnow_habitat","Q6_habitat_rawscore","Q6_habitat_overallscore","Q7a_chimneys_nesting","Q7b_ground_nesting","Q7c_roofs_nesting","Q7d_telegraphpoles_nesting","Q7e_trees_nesting","Q7f_Don.tKnow_nesting","Q7_nesting_rawscore","Q7_nesting_overallscore","KnowledgeScore","Q8_wild_seen","Q8_captivity_seen","Q8_pictures_video","Q8_No","Q8_NotSure","Q8.1_UK","Q8.1_OutsideUK","Q8.2_feelings","Q9_heard","Q9a_what_heard","Q10_project_knowledge","Q10a_WSPwebsite","Q10a_Socialmedia","Q10a_TV.Radio","Q10a_Newspaper","Q10a_Email","Q10a_Magazine","Q10a_Leaflet","Q10a_spokesperson","Q10a_VisitingKnepp","Q10a_Wordofmouth","Q10a_Other","Q10a_Other_open","Q10b_WSPwebsite","Q10b_Socialmedia","Q10b_TV.Radio","Q10b_Newspaper","Q10b_Email","Q10b_Magazine","Q10b_Leaflet","Q10b_spokesperson","Q10b_NotInterested","Q10b_Other","Q10b_Other_open","Q11_word1","Q11_word2","Q11_word3","Q12.1..White.storks.symbolise.the.beauty.of.nature.","Q12.1_agreement_score","Q12.2..White.storks.play.an.important.role.in.their.environment.","Q12.2_agreement_score","Q12.3..Reintroduced.white.storks.may.have.a.negative.impact.on.my.life.","Q12.3_agreement_score","Q12.4..I.do.not.want.white.storks.living.near.me.","Q12.4_agreement_score","Q12.5..White.storks.in.England.could.benefit.the.tourism.industry.where.they.re.found.","Q12.5_agreement_score","Q13.1..I.would.find.it.exciting.to.see.white.storks.in.the.wild.in.England.","Q13.1_agreement_score","Q13.2..White.storks.symbolise.hope..rebirth.and.new.life.","Q13.2_agreement_score","Q13.3..Money.spent.reintroducing.white.storks.would.be.better.spent.elsewhere.","Q13.3_agreement_score","Q13.4..White.storks.might.be.detrimental.to.local.wildlife.","Q13.4_agreement_score","Q13.5..There.is.no.need.to.reintroduce.the.white.stork.to.England.as.it.is.a.common.species.throughout.mainland.Europe.","Q13.5_agreement_score","Q14.1..I.think.white.storks.are.useless.birds.","Q14.1_agreement_score","Q14.2..White.storks.are.part.of.our.cultural.and.natural.heritage.","Q14.2_agreement_score","Q14.3..The.reintroduced.white.stork.can.help.people..re.connect.with.the.natural.world.","Q14.3_agreement_score","Q14.4..The.countryside.will.be.worse.off.with.white.storks.around.","Q14.4_agreement_score","OverallAttitudeScore","Q14.5..Overall..I.support.efforts.that.aim.to.reintroduce.the.UK.s.lost.species.and.restore.its.natural.systems.","Q14.5_agreement_score","Q15_WSP_support","Q15_WSP_support_open","Q16_views_management","Q16_views_management_open","Q17.1_Nest_monitoring","Q17.2_Nesting_platforms","Q17.3_Discouragenestbuilding","Q17.4_Nest_removal","Q17.5_Tracking","Q17.6_Public_engagement","Q17.7_Supplementary_food","Q17.8_compensation_storkdamage","Q17.9_Stork_relocation","Q17.10_Culling","Q17_11.management.not.needed","Q17.12_Don.tknow","Q17.13_other","Q17.13a_other_open","Q18_exp_nature","Q18a_dogwalking","Q18a_walking","Q18a_running.cycling","Q18a.golf","Q18a.picnic","Q18a.horse.riding","Q18a.bird.wildlife.watching","Q18a.photography","Q18a.camping","Q18a.fishing","Q18a.shooting.hunting","Q18a.water.sports.swimming","Q18a.gardening","Q18a.don.t.spend.free.time.in.green.natural.spaces","Q18a_other","Q18a_other_open","Q19.1..I.find.being.in.nature.really.amazing","Q19.1.score","Q19.2..Spending.time.in.nature.is.very.important.to.me","Q19.2.score","Q19.3..Being.in.nature.makes.me.very.happy","Q19.3.score","Q19.4..I.always.find.beauty.in.nature","Q19.4.score","Q19.5..I.always.treat.nature.with.respect","Q19.5.score","Q19.6..I.feel.part.of.nature","Q19.6.score","NCI","Q20.1..Damage.to.the.natural.environment","Q20.2..The.consequences.of.a.loss.of.variety.of.wildlife","EnvConcern.score","Q21.1..When.I.see.litter..I.pick.it.up","Q21.1.score","Q21.2..I.vote.for.nature.or.wildlife.conservation.friendly.legislation.in.local.or.national.referendums.votes.etc.","Q21.2.score","Q21.3..I.get.in.touch.with.local.authorities.on.nature.conservation.issues","Q21.3.score","Q21.4..I.vote.for.parties..candidates.with.strong.pro.nature.conservation.policies.in.elections","Q21.4.score","ProCoBS","Q22....Are.you.a.member.of.any.environmental..wildlife.or.conservation.organisations.","Q22.a..Which.ones...Optional..","Q23.1..I.pay.attention.to.birds.wherever.I.go.","Q23.1..Score","Q23.2..I.can.identify.common.birds.in.my.area.","Q23.2.Score","Q23.3..Seeing.a.new.bird.fills.me.with.excitement.","Q23.3.Score","Q23.4..I.am.not.interested.in.birds.","Q24.4.score","BirdInterestScore","Age_group","Gender","Gender_other","Region","County","Area_type","Postcode","ReleaseSite","Q27_Knepp_visit","Q27.a_Knepp_activity","Q27.a_Knepp_activity_other","Education","Education_other","Occupation","Occupation_other","Q30_Press","Q30_TV.Radio","Q30_Facebook","Q30_Twitter","Q30_Social_media","Q30_Durrell.WSP","Q30_Other_wildlife.nature.org.","Q30_Farming_org.","Q30_Business_org.","Q30_Tourism_org.","Q30_Local_council","Q30_Friend.family","Q30_Researcher","Q30_other","Q30.a_Other_open","Q31_comments","Age_group_match","SecsTaken"
"2418","NatRep","692676-692667-71620223",25,"00:04:42","01/02/2021","18:35:02","01/02/2021","18:39:44","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","Bird","Fly","Beak","Neutral",3,"Neutral",3,"Strongly disagree",5,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Disagree",2,"Neutral",3,3.07,"Neutral",3,"Yes","","Yes","",1,0,0,0,0,0,0,0,0,0,0,0,0,"","3-4 days",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Concerned","Concerned",8,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"No","","Agree",4,"Agree",4,"Agree",4,"Agree",2,14,"18-24","Female","","Wales",NA,"Urban","CF37","No","No","","","Undergraduate degree","","Other","Policing ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",85
"2422","NatRep","692676-692667-71621514",29,"00:01:41","01/02/2021","18:53:38","01/02/2021","18:55:19","No","D",0,"No","no idea","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,NA,NA,"","No","","I know something about it",0,0,0,0,0,1,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","","","","Agree",4,"Disagree",2,"Agree",2,"Strongly agree",1,"Strongly agree",5,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,"Strongly agree",1,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",2,2.86,"Strongly agree",5,"No",";.,lkmnjhbg","No",".;,lkmnjhbg",0,0,0,0,1,0,0,0,0,0,0,0,0,"","3-4 days",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","Strongly disagree",2,"Disagree",3,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,15,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"Yes","","Disagree",2,"Neither agree or disagree",3,"Agree",4,"Agree",2,11,"25-34","Male","","Yorkshire and the Humber",NA,"Urban","S8","No","No","","","Postgraduate degree (Masters; Doctorate)","","Production","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",1
"2429","NatRep","692676-692667-71624547",36,"00:05:10","01/02/2021","19:43:12","01/02/2021","19:48:22","No","D",0,"No","","TRUE",1,"TRUE",1,"TRUE",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.4,2.4,1,0,0,0,0,0,1,"","No","","I have heard something but don’t know much",0,0,0,1,0,0,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","","","","Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",2,3,"Agree",4,"Yes","","Yes","",0,1,0,0,0,0,0,0,0,0,0,0,0,"","3-4 days",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Extremely concerned","Extremely concerned",10,"Frequently",5,"Frequently",5,"Frequently",5,"Frequently",5,20,"No","","Agree",4,"Agree",4,"Agree",4,"Agree",2,14,"45-54","Male","","South East",NA,"Urban","tn38","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Hospitality","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",105
"2431","NatRep","692676-692667-71625424",38,"00:02:48","01/02/2021","19:59:14","01/02/2021","20:02:02","Yes","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,0,0,0,0,0,0,0,"","","","","Strongly agree",5,"Strongly agree",5,"Strongly agree",1,"Strongly disagree",5,"Strongly agree",5,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,"Strongly agree",1,"Strongly disagree",5,"Strongly disagree",5,"Strongly agree",5,"Strongly agree",5,"Strongly disagree",5,4.14,"Strongly agree",5,"Yes","","Yes","",1,0,0,0,0,0,0,0,0,0,0,0,0,"","1-2 days",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"","Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,59,"Concerned","Concerned",8,"Very Frequently",6,"Always",7,"Always",7,"Always",7,27,"No","","Strongly agree",5,"Strongly agree",5,"Strongly agree",5,"Strongly disagree",5,20,"18-24","Female","","South West",NA,"Sub-urban","BA3","No","No","","","Undergraduate degree","","Unemployed","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",17
"2432","NatRep","692676-692667-71626438",39,"00:04:33","01/02/2021","20:17:58","01/02/2021","20:22:31","Yes","D",0,"Not sure","","TRUE",1,"TRUE",1,"Don't know",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,1,0,0,0,0,0,0,0,"","Rare","Wetland","Bird","Agree",4,"Agree",4,"Strongly disagree",5,"Strongly disagree",5,"Agree",4,"Agree",4,"Agree",4,"Agree",2,"Neutral",3,"Neutral",3,"Disagree",4,"Agree",4,"Agree",4,"Disagree",4,3.86,"Agree",4,"Yes","good thing to see ","No","dont know enough",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Extremely concerned","Extremely concerned",10,"Rarely",2,"Occasionally",3,"Never",1,"Occasionally",3,9,"No","","Neither agree or disagree",3,"Disagree",2,"Neither agree or disagree",3,"Disagree",4,12,"35-44","Male","","Scotland",NA,"Urban","pa2 6jh","No","No","","","Undergraduate degree","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",78
"2439","NatRep","692676-692667-71632433",46,"00:03:34","01/02/2021","22:23:00","01/02/2021","22:26:34","Yes","D",0,"Yes","","TRUE",1,"TRUE",1,"TRUE",0,2,1,0,0,1,0,0,0,1,0,1,0,0,7,0.6,0,0,1,0,0,0,3,0.6,1,0,1,0,1,0,4,0.8,4,0,0,1,0,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,0,0,0,0,0,0,0,0,"","Bird","Beautiful","Rare","Agree",4,"Agree",4,"Disagree",4,"Neutral",3,"Agree",4,"Agree",4,"Neutral",3,"Agree",2,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3.29,"Disagree",2,"No","","No","",1,1,0,0,1,0,0,1,1,1,0,0,0,"","None",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Disagree",3,"Disagree",3,"Disagree",3,"Agree",5,"Neither agree or disagree",4,16,"Not very concerned","Not very concerned",4,"Rarely",2,"Rarely",2,"Rarely",2,"Rarely",2,8,"No","","Disagree",2,"Disagree",2,"Disagree",2,"Agree",2,8,"35-44","Male","","Greater London",NA,"Urban","NW6","No","No","","","Undergraduate degree","","Other","Charity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",45
"2455","NatRep","692676-692667-71652424",62,"00:03:25","02/02/2021","11:12:17","02/02/2021","11:15:42","Yes","B",1,"No","","TRUE",1,"FALSE",0,"TRUE",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,NA,NA,"","No","","I know something about it",0,1,0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"","","","","Strongly agree",5,"Agree",4,"Strongly agree",1,"Strongly agree",1,"Agree",4,"Strongly agree",5,"Agree",4,"Strongly agree",1,"Strongly agree",1,"Agree",2,"Strongly agree",1,"Agree",4,"Strongly agree",5,"Strongly agree",1,2.79,"Agree",4,"Yes","","Yes","",1,0,0,0,1,0,1,1,0,0,0,0,0,"","3-4 days",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"","Completely agree",7,"Strongly agree",6,"Completely agree",7,"Completely agree",7,"Strongly agree",6,"Completely agree",7,88,"Concerned","Concerned",8,"Always",7,"Very Frequently",6,"Always",7,"Very Frequently",6,26,"No","","Strongly agree",5,"Strongly agree",5,"Agree",4,"Strongly disagree",5,19,"25-34","Male","","North West",NA,"Urban","M12","No","No","","","Postgraduate degree (Masters; Doctorate)","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",38
"2457","NatRep","692676-692667-71652632",64,"00:02:14","02/02/2021","11:14:46","02/02/2021","11:17:00","Yes","D",0,"Yes","","TRUE",1,"FALSE",0,"TRUE",0,1,1,0,0,0,0,0,1,1,0,1,1,0,6,0.5,1,1,1,0,0,0,5,1,0,0,1,0,0,0,2,0.4,2.9,0,0,1,0,0,NA,NA,"","Yes","","I know something about it",0,0,0,0,0,0,0,1,0,0,0,"",0,0,0,0,1,0,0,0,0,0,"","","","","Strongly disagree",1,"Disagree",2,"Neutral",3,"Strongly disagree",5,"Neutral",3,"Strongly disagree",1,"Disagree",2,"Neutral",3,"Disagree",4,"Strongly disagree",5,"Strongly disagree",5,"Strongly disagree",1,"Strongly disagree",1,"Neutral",3,2.79,"Strongly disagree",1,"No","","Yes","",0,0,0,0,0,0,0,0,1,0,0,0,0,"","3-4 days",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","Completely disagree",1,"Strongly disagree",2,"Completely disagree",1,"Strongly disagree",2,"Disagree",3,"Completely disagree",1,3,"Not at all concerned","Not very concerned",3,"Never",1,"Rarely",2,"Never",1,"Rarely",2,6,"Yes","","Strongly disagree",1,"Neither agree or disagree",3,"Strongly disagree",1,"Disagree",4,9,"18-24","Male","","North East",NA,"Urban","DH1 1RX","No","Yes","Stork walk and talk","","Further Education","","Farming & Agriculture","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",6
"2458","NatRep","692676-692667-71652527",65,"00:04:53","02/02/2021","11:13:24","02/02/2021","11:18:17","No","D",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,1.4,0,0,0,1,0,NA,NA,"","No","","I have heard something but don’t know much",0,0,1,0,0,0,0,0,0,0,0,"",0,0,0,0,1,0,0,0,0,0,"","Lovely ","Long legs","White","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Yes","","Not sure","",1,0,0,0,1,0,0,0,0,0,0,0,0,"","3-4 days",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,18,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"45-54","Female","","Scotland",NA,"Urban","G13","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Healthcare","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","45-54",92
"2459","NatRep","692676-692667-71652610",66,"00:03:59","02/02/2021","11:14:32","02/02/2021","11:18:31","No","B",1,"Yes","","Don't know",0,"Don't know",0,"Don't know",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,NA,"","Not sure","","I know something about it",0,0,0,1,0,0,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","","","","Neutral",3,"Agree",4,"Agree",2,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,"Don't know",NA,NA,"Don't know",NA,"Not sure","","Not interested","",0,1,0,0,0,0,0,0,0,0,0,0,0,"","3-4 days",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,17,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Sometimes",4,"Sometimes",4,"Sometimes",4,"Sometimes",4,16,"No","","Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,"Neither agree or disagree",3,12,"35-44","Male","","Greater London",NA,"Urban","TW5","No","No","","","Undergraduate degree","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",56
"2465","NatRep","692676-692667-71653370",72,"00:03:21","02/02/2021","11:24:07","02/02/2021","11:27:28","Yes","D",0,"Yes","","TRUE",1,"TRUE",1,"TRUE",0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,0,0,1,0,0,0,2,0.4,3.5,1,0,0,0,0,1,0,"","Yes","","I have heard something but don’t know much",0,0,1,0,0,0,0,0,0,0,0,"",0,0,0,1,0,0,0,0,0,0,"","Bird","Wildlife ","Lovely","Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",4,"Agree",2,"Agree",2,"Agree",2,"Strongly agree",1,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,3,"Strongly agree",5,"Yes","","Yes","",0,1,0,0,0,0,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,"Agree",5,34,"Concerned","Concerned",8,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"No","","Strongly agree",5,"Strongly agree",5,"Strongly agree",5,"Strongly agree",1,16,"25-34","Female","","East of England",NA,"Urban","HP1","No","No","","","Postgraduate degree (Masters; Doctorate)","","Homemaker / Carer","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",37
"2470","NatRep","692676-692667-71653588",77,"00:05:06","02/02/2021","11:26:53","02/02/2021","11:31:59","Yes","D",0,"Yes","","TRUE",1,"TRUE",1,"Don't know",0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0.4,0,0,1,0,0,0,3,0.6,0,0,0,1,0,0,2,0.4,3.4,1,0,0,0,0,1,0,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,0,0,0,0,0,0,0,"","Majestic","","","Strongly agree",5,"Strongly agree",5,"Disagree",4,"Disagree",4,"Disagree",2,"Agree",4,"Agree",4,"Disagree",4,"Disagree",4,"Disagree",4,"Disagree",4,"Agree",4,"Agree",4,"Disagree",4,4,"Strongly agree",5,"Yes","","Not sure","",1,1,0,0,0,0,0,1,1,0,0,0,0,"","3-4 days",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Agree",5,"Agree",5,"Strongly agree",6,"Strongly agree",6,"Strongly agree",6,"Agree",5,44,"Concerned","Concerned",8,"Frequently",5,"Sometimes",4,"Rarely",2,"Rarely",2,13,"No","","Agree",4,"Agree",4,"Disagree",2,"Disagree",4,14,"18-24","Female","","Yorkshire and the Humber",NA,"Rural","BD20 ","No","No","","","Secondary school (GCSEs, A Levels or equivalent)","","Student","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","18-24",101
"2481","NatRep","692676-692667-71654890",88,"00:02:55","02/02/2021","11:40:00","02/02/2021","11:42:55","Yes","D",0,"Not sure","","Don't know",0,"Don't know",0,"TRUE",0,0,1,0,1,0,1,1,0,1,0,1,0,0,7,0.6,0,0,1,0,0,0,3,0.6,0,0,0,0,1,0,2,0.4,1.6,0,0,0,0,1,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Agree",4,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Neutral",3,"Neutral",3,"Neutral",3,"Agree",2,"Neutral",3,"Neutral",3,"Agree",4,"Agree",2,3,"Neutral",3,"Not sure","","Not sure","",0,0,0,0,1,0,0,0,0,0,0,0,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Disagree",3,"Agree",5,"Agree",5,"Neither agree or disagree",4,"Disagree",3,"Neither agree or disagree",4,22,"Neither concerned or unconcerned","Not very concerned",5,"Occasionally",3,"Rarely",2,"Rarely",2,"Occasionally",3,10,"No","","Neither agree or disagree",3,"Disagree",2,"Neither agree or disagree",3,"Neither agree or disagree",3,11,"35-44","Male","","East of England",NA,"Sub-urban","Cb24","No","No","","","Postgraduate degree (Masters; Doctorate)","","Computer & Mathematical","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",21
"2486","NatRep","692676-692667-71656018",93,"00:03:13","02/02/2021","11:51:34","02/02/2021","11:54:47","Yes","B",1,"Yes","","TRUE",1,"TRUE",1,"TRUE",0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0.5,0,0,1,0,0,0,3,0.6,1,0,1,1,0,0,4,0.8,4.9,0,0,1,0,0,NA,NA,"","No","","I have heard something but don’t know much",0,0,0,0,1,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"","Babies","Labour ","Birth","Agree",4,"Agree",4,"Neutral",3,"Agree",2,"Neutral",3,"Neutral",3,"Agree",4,"Neutral",3,"Neutral",3,"Agree",2,"Agree",2,"Agree",4,"Agree",4,"Agree",2,3.07,"Neutral",3,"Yes","","No","",0,0,0,0,0,0,1,0,0,0,0,0,0,"","3-4 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Strongly disagree",2,"Disagree",3,"Disagree",3,"Strongly disagree",2,"Disagree",3,"Disagree",3,9,"Concerned","Neither concerned or unconcerned",7,"Occasionally",3,"Occasionally",3,"Occasionally",3,"Occasionally",3,12,"Yes","","Neither agree or disagree",3,"Neither agree or disagree",3,"Agree",4,"Agree",2,12,"25-34","Female","","Greater London",NA,"Sub-urban","SW20","No","No","","","Undergraduate degree","","Hospitality","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","25-34",32
"2489","NatRep","692676-692667-71656213",96,"00:03:39","02/02/2021","11:53:38","02/02/2021","11:57:17","No","Don't know",0,"Not sure","","Don't know",0,"Don't know",0,"Don't know",0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0.5,0,0,0,1,0,0,1,0.2,0,0,0,1,0,0,2,0.4,1.1,0,0,0,1,0,NA,NA,"","No","","Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,1,0,"","","","","Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,"Neutral",3,3,"Neutral",3,"Yes","","Not sure","",0,0,0,0,0,0,0,0,0,0,0,1,0,"","1-2 days",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Agree",5,"Agree",5,"Neither agree or disagree",4,"Neither agree or disagree",4,"Neither agree or disagree",4,"Agree",5,27,"Neither concerned or unconcerned","Neither concerned or unconcerned",6,"Occasionally",3,"Occasionally",3,"Sometimes",4,"Sometimes",4,14,"No","","Disagree",2,"Disagree",2,"Disagree",2,"Disagree",4,10,"35-44","Female","","Greater London",NA,"Sub-urban","Ha4 8ss","No","No","","","Undergraduate degree","","Business & Finance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","35-44",47
